"ID","Binomial","Replicate","Confidential","Reference","Source_year","Class","Order","Family","Genus","Species","Subspecies","Authority","Common_name","Location","Country","All_countries","Region","Latitude","Longitude","Specific_location","System","T_realm","T_biome","FW_realm","FW_biome","M_realm","M_ocean","M_biome","Range","GROMS_category","Units","Method","Notes","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","Managed","Management_type","Utilised","CITES","CMS","Protected_status","Ramsar","WHS","Biosphere","Other_PA","Threat_status","Primary_threat","Secondary_threat","Tertiary_threat","Caught_and_used","Sport_hunting","Persecuted_as_pest","Pet_trade","Indirect_killing","Introduction","Recolonisation","Recruitment","Removal_of_threat","Rural_to_urban migration","Reintroduction","Range_shift","Legal_protection","Management","Unknown","Other"
29806,"Circaetus_cinereus",0,0,"Shaw2024AfricanSavannaRaptors",2024,"Aves","Accipitriformes","Accipitridae","Circaetus","cinereus","NULL","Vieillot, 1818","Brown snake-eagle","West Africa - Unprotected","Burkina Faso","Burkina Faso, Niger, Mali","Africa",13.6421,-0.9697,0,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL","Native","Not in GROMS","Encounter rate (birds 100 km-1)","Road transect survey","Supplementary Table 3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1.4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Unknown","NULL","Unknown","II","II","Yes","0","0","0","0","Unknown (large data set)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
29805,"Circaetus_cinereus",0,0,"Shaw2024AfricanSavannaRaptors",2024,"Aves","Accipitriformes","Accipitridae","Circaetus","cinereus","NULL","Vieillot, 1818","Brown snake-eagle","West Africa - Protected","Burkina Faso","Burkina Faso, Niger, Mali","Africa",14.9167,0.1971,0,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL","Native","Not in GROMS","Encounter rate (birds 100 km-1)","Road transect survey","Supplementary Table 3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2.2000000000000002","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Unknown","NULL","Unknown","II","II","No","0","0","0","0","Unknown (large data set)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
29804,"Circaetus_pectoralis",0,0,"Shaw2024AfricanSavannaRaptors",2024,"Aves","Accipitriformes","Accipitridae","Circaetus","pectoralis","NULL","A. Smith, 1829","Black-chested snake-eagle","N. Botswana - Unprotected","Botswana","Botswana","Africa",-23.48,22.1985,0,"Terrestrial","Afrotropical","Deserts and xeric shrublands","NULL","NULL","NULL","NULL","NULL","Native","Not in GROMS","Encounter rate (birds 100 km-1)","Road transect survey","Supplementary Table 3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.16","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.3","NULL","NULL","NULL","NULL","NULL","NULL","Unknown","NULL","Unknown","II","II","Yes","0","0","0","0","Unknown (large data set)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
29803,"Circaetus_pectoralis",0,0,"Shaw2024AfricanSavannaRaptors",2024,"Aves","Accipitriformes","Accipitridae","Circaetus","pectoralis","NULL","A. Smith, 1829","Black-chested snake-eagle","N. Botswana - Protected","Botswana","Botswana","Africa",-20.3803,24.1097,0,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL","Native","Not in GROMS","Encounter rate (birds 100 km-1)","Road transect survey","Supplementary Table 3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.35","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.38","NULL","NULL","NULL","NULL","NULL","NULL","Unknown","NULL","Unknown","II","II","No","0","0","0","0","Unknown (large data set)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
29802,"Circaetus_pectoralis",0,0,"Shaw2024AfricanSavannaRaptors",2024,"Aves","Accipitriformes","Accipitridae","Circaetus","pectoralis","NULL","A. Smith, 1829","Black-chested snake-eagle","Kenya - Unprotected","Kenya","Kenya","Africa",-1.3919,38.4843,0,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL","Native","Not in GROMS","Encounter rate (birds 100 km-1)","Road transect survey","Supplementary Table 3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.59","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.33","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Unknown","NULL","Unknown","II","II","Yes","0","0","0","0","Unknown (large data set)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
29801,"Circaetus_pectoralis",0,0,"Shaw2024AfricanSavannaRaptors",2024,"Aves","Accipitriformes","Accipitridae","Circaetus","pectoralis","NULL","A. Smith, 1829","Black-chested snake-eagle","Kenya - Protected","Kenya","Kenya","Africa",1.077,37.6959,0,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL","Native","Not in GROMS","Encounter rate (birds 100 km-1)","Road transect survey","Supplementary Table 3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.83","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.62","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Unknown","NULL","Unknown","II","II","No","0","0","0","0","Unknown (large data set)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
29800,"Circaetus_beaudouini",0,0,"Shaw2024AfricanSavannaRaptors",2024,"Aves","Accipitriformes","Accipitridae","Circaetus","beaudouini","NULL","Verreaux & Des Murs, 1862","Beaudouin's snake-eagle","West Africa - Unprotected","Burkina Faso","Burkina Faso, Niger, Mali","Africa",13.6421,-0.9697,0,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL","Native","Not in GROMS","Encounter rate (birds 100 km-1)","Road transect survey","Supplementary Table 3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1.4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Unknown","NULL","Unknown","II","II","Yes","0","0","0","0","Unknown (large data set)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
29799,"Circaetus_beaudouini",0,0,"Shaw2024AfricanSavannaRaptors",2024,"Aves","Accipitriformes","Accipitridae","Circaetus","beaudouini","NULL","Verreaux & Des Murs, 1862","Beaudouin's snake-eagle","West Africa - Protected","Burkina Faso","Burkina Faso, Niger, Mali","Africa",14.9167,0.1971,0,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL","Native","Not in GROMS","Encounter rate (birds 100 km-1)","Road transect survey","Supplementary Table 3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4.4000000000000004","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1.9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Unknown","NULL","Unknown","II","II","No","0","0","0","0","Unknown (large data set)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
29798,"Circaetus_gallicus",0,0,"Shaw2024AfricanSavannaRaptors",2024,"Aves","Accipitriformes","Accipitridae","Circaetus","gallicus","NULL","(Gmelin, 1788)","Short-toed snake-eagle","N. Cameroon - Unprotected","Cameroon","Cameroon","Africa",7.8,14.0111,0,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL","Native","Partial","Encounter rate (birds 100 km-1)","Road transect survey","Supplementary Table 3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1.68","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1.26","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Unknown","NULL","Unknown","II","II","Yes","0","0","0","0","Unknown (large data set)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
29797,"Circaetus_gallicus",0,0,"Shaw2024AfricanSavannaRaptors",2024,"Aves","Accipitriformes","Accipitridae","Circaetus","gallicus","NULL","(Gmelin, 1788)","Short-toed snake-eagle","N. Cameroon - Protected","Cameroon","Cameroon","Africa",9.2491,13.4247,0,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL","Native","Partial","Encounter rate (birds 100 km-1)","Road transect survey","Supplementary Table 3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13.08","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","7.68","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Unknown","NULL","Unknown","II","II","No","0","0","0","0","Unknown (large data set)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
29796,"Trigonoceps_occipitalis",0,0,"Shaw2024AfricanSavannaRaptors",2024,"Aves","Accipitriformes","Accipitridae","Trigonoceps","occipitalis","NULL","(Burchell, 1824)","White-headed vulture","N. Botswana - Unprotected","Botswana","Botswana","Africa",-23.48,22.1985,0,"Terrestrial","Afrotropical","Deserts and xeric shrublands","NULL","NULL","NULL","NULL","NULL","Native","Not in GROMS","Encounter rate (birds 100 km-1)","Road transect survey","Supplementary Table 3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.17","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.09","NULL","NULL","NULL","NULL","NULL","NULL","Unknown","NULL","Unknown","II","I/II","Yes","0","0","0","0","Unknown (large data set)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
29795,"Trigonoceps_occipitalis",0,0,"Shaw2024AfricanSavannaRaptors",2024,"Aves","Accipitriformes","Accipitridae","Trigonoceps","occipitalis","NULL","(Burchell, 1824)","White-headed vulture","N. Botswana - Protected","Botswana","Botswana","Africa",-20.3803,24.1097,0,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL","Native","Not in GROMS","Encounter rate (birds 100 km-1)","Road transect survey","Supplementary Table 3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.04","NULL","NULL","NULL","NULL","NULL","NULL","Unknown","NULL","Unknown","II","I/II","No","0","0","0","0","Unknown (large data set)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
29794,"Trigonoceps_occipitalis",0,0,"Shaw2024AfricanSavannaRaptors",2024,"Aves","Accipitriformes","Accipitridae","Trigonoceps","occipitalis","NULL","(Burchell, 1824)","White-headed vulture","West Africa - Unprotected","Burkina Faso","Burkina Faso, Niger, Mali","Africa",13.6421,-0.9697,0,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL","Native","Not in GROMS","Encounter rate (birds 100 km-1)","Road transect survey","Supplementary Table 3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1.2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Unknown","NULL","Unknown","II","I/II","Yes","0","0","0","0","Unknown (large data set)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
29793,"Trigonoceps_occipitalis",0,0,"Shaw2024AfricanSavannaRaptors",2024,"Aves","Accipitriformes","Accipitridae","Trigonoceps","occipitalis","NULL","(Burchell, 1824)","White-headed vulture","West Africa - Protected","Burkina Faso","Burkina Faso, Niger, Mali","Africa",14.9167,0.1971,0,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL","Native","Not in GROMS","Encounter rate (birds 100 km-1)","Road transect survey","Supplementary Table 3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4.4000000000000004","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1.3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Unknown","NULL","Unknown","II","I/II","No","0","0","0","0","Unknown (large data set)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
29792,"Torgos_tracheliotos",0,0,"Shaw2024AfricanSavannaRaptors",2024,"Aves","Accipitriformes","Accipitridae","Torgos","tracheliotos","NULL","(Forster, 1791)","Lappet-faced vulture","N. Botswana - Unprotected","Botswana","Botswana","Africa",-23.48,22.1985,0,"Terrestrial","Afrotropical","Deserts and xeric shrublands","NULL","NULL","NULL","NULL","NULL","Native","Not in GROMS","Encounter rate (birds 100 km-1)","Road transect survey","Supplementary Table 3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.64","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.28999999999999998","NULL","NULL","NULL","NULL","NULL","NULL","Unknown","NULL","Unknown","II","I/II","Yes","0","0","0","0","Unknown (large data set)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
29791,"Torgos_tracheliotos",0,0,"Shaw2024AfricanSavannaRaptors",2024,"Aves","Accipitriformes","Accipitridae","Torgos","tracheliotos","NULL","(Forster, 1791)","Lappet-faced vulture","N. Botswana - Protected","Botswana","Botswana","Africa",-20.3803,24.1097,0,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL","Native","Not in GROMS","Encounter rate (birds 100 km-1)","Road transect survey","Supplementary Table 3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.84","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.59","NULL","NULL","NULL","NULL","NULL","NULL","Unknown","NULL","Unknown","II","I/II","No","0","0","0","0","Unknown (large data set)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
29790,"Torgos_tracheliotos",0,0,"Shaw2024AfricanSavannaRaptors",2024,"Aves","Accipitriformes","Accipitridae","Torgos","tracheliotos","NULL","(Forster, 1791)","Lappet-faced vulture","Kenya - Unprotected","Kenya","Kenya","Africa",-1.3919,38.4843,0,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL","Native","Not in GROMS","Encounter rate (birds 100 km-1)","Road transect survey","Supplementary Table 3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1.38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.36","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Unknown","NULL","Unknown","II","I/II","Yes","0","0","0","0","Unknown (large data set)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
29789,"Torgos_tracheliotos",0,0,"Shaw2024AfricanSavannaRaptors",2024,"Aves","Accipitriformes","Accipitridae","Torgos","tracheliotos","NULL","(Forster, 1791)","Lappet-faced vulture","Kenya - Protected","Kenya","Kenya","Africa",1.077,37.6959,0,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL","Native","Not in GROMS","Encounter rate (birds 100 km-1)","Road transect survey","Supplementary Table 3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3.76","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2.15","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Unknown","NULL","Unknown","II","I/II","No","0","0","0","0","Unknown (large data set)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
29788,"Torgos_tracheliotos",0,0,"Shaw2024AfricanSavannaRaptors",2024,"Aves","Accipitriformes","Accipitridae","Torgos","tracheliotos","NULL","(Forster, 1791)","Lappet-faced vulture","West Africa - Unprotected","Burkina Faso","Burkina Faso, Niger, Mali","Africa",13.6421,-0.9697,0,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL","Native","Not in GROMS","Encounter rate (birds 100 km-1)","Road transect survey","Supplementary Table 3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2.9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Unknown","NULL","Unknown","II","I/II","Yes","0","0","0","0","Unknown (large data set)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
29787,"Torgos_tracheliotos",0,0,"Shaw2024AfricanSavannaRaptors",2024,"Aves","Accipitriformes","Accipitridae","Torgos","tracheliotos","NULL","(Forster, 1791)","Lappet-faced vulture","West Africa - Protected","Burkina Faso","Burkina Faso, Niger, Mali","Africa",14.9167,0.1971,0,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL","Native","Not in GROMS","Encounter rate (birds 100 km-1)","Road transect survey","Supplementary Table 3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1.8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1.1000000000000001","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Unknown","NULL","Unknown","II","I/II","No","0","0","0","0","Unknown (large data set)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
